,State,Area,LHS,HS,SC,BD
2652,TX,Foard County,19.2,34.0,30.8,16.0
2653,TX,Fort Bend County,10.8,17.5,27.0,44.6
2654,TX,Franklin County,14.5,30.6,35.9,19.0
2655,TX,Freestone County,18.9,34.0,35.6,11.5
2656,TX,Frio County,37.2,34.3,21.2,7.3
2657,TX,Gaines County,39.6,28.8,21.1,10.5
2658,TX,Galveston County,12.4,24.8,33.8,28.9
2659,TX,Garza County,43.0,26.9,21.3,8.8
2660,TX,Gillespie County,10.7,28.0,27.2,34.1
2661,TX,Glasscock County,24.8,23.1,26.8,25.2
2662,TX,Goliad County,11.2,37.6,35.2,16.0
2663,TX,Gonzales County,27.5,33.9,24.9,13.7
2664,TX,Gray County,19.7,32.3,34.4,13.6
2665,TX,Grayson County,12.4,30.9,36.5,20.2
2666,TX,Gregg County,16.3,28.5,34.5,20.7
2667,TX,Grimes County,22.2,35.1,29.5,13.2
2668,TX,Guadalupe County,11.8,29.9,31.7,26.5
2669,TX,Hale County,24.6,33.8,25.8,15.8
2670,TX,Hall County,27.9,27.5,32.1,12.5
2671,TX,Hamilton County,17.8,33.8,26.9,21.5
2672,TX,Hansford County,26.0,29.1,24.1,20.8
2673,TX,Hardeman County,24.4,32.9,29.3,13.5
2674,TX,Hardin County,13.1,38.0,32.8,16.1
2675,TX,Harris County,19.8,23.3,26.8,30.1
2676,TX,Harrison County,17.2,34.2,30.9,17.7
2677,TX,Hartley County,17.9,36.9,25.1,20.1
2678,TX,Haskell County,31.5,32.5,22.5,13.5
2679,TX,Hays County,11.1,21.9,30.7,36.3
2680,TX,Hemphill County,21.3,26.1,29.4,23.2
2681,TX,Henderson County,17.1,33.8,31.7,17.5
2682,TX,Hidalgo County,36.7,23.3,22.6,17.4
2683,TX,Hill County,19.7,33.5,30.8,16.0
2684,TX,Hockley County,21.8,28.6,34.8,14.7
2685,TX,Hood County,11.8,29.9,32.6,25.8
2686,TX,Hopkins County,17.6,36.8,28.6,17.1
2687,TX,Houston County,17.6,37.0,30.9,14.5
2688,TX,Howard County,20.6,33.2,33.7,12.6
2689,TX,Hudspeth County,47.8,25.3,19.4,7.5
2690,TX,Hunt County,17.3,34.3,31.1,17.3
2691,TX,Hutchinson County,15.1,30.5,39.1,15.3
2692,TX,Irion County,8.3,38.0,38.0,15.7
2693,TX,Jack County,21.1,41.9,26.2,10.8
2694,TX,Jackson County,15.9,33.8,33.0,17.3
2695,TX,Jasper County,13.2,46.5,29.7,10.6
2696,TX,Jeff Davis County,19.4,17.3,24.9,38.4
2697,TX,Jefferson County,16.7,33.1,31.4,18.8
2698,TX,Jim Hogg County,25.1,34.3,29.5,11.1
2699,TX,Jim Wells County,26.6,36.2,26.5,10.7
2700,TX,Johnson County,16.2,33.0,33.1,17.7
2701,TX,Jones County,22.7,39.6,26.6,11.0
2702,TX,Karnes County,23.5,37.5,26.8,12.3
2703,TX,Kaufman County,15.5,32.9,32.2,19.5
2704,TX,Kendall County,7.0,24.2,29.5,39.3
2705,TX,Kenedy County,42.4,28.4,17.8,11.5
2706,TX,Kent County,21.7,29.7,24.7,23.9
2707,TX,Kerr County,13.4,27.9,32.5,26.2
2708,TX,Kimble County,16.9,34.0,32.1,17.0
2709,TX,King County,19.4,37.4,19.9,23.2
2710,TX,Kinney County,32.8,28.0,26.0,13.2
2711,TX,Kleberg County,22.6,21.7,30.5,25.3
2712,TX,Knox County,19.9,33.5,28.3,18.3
2713,TX,Lamar County,15.5,33.8,34.0,16.7
2714,TX,Lamb County,25.8,31.0,25.7,17.4
2715,TX,Lampasas County,11.4,26.3,41.8,20.5
2716,TX,La Salle County,36.3,35.5,13.6,14.6
2717,TX,Lavaca County,17.0,41.7,25.1,16.2
2718,TX,Lee County,17.7,37.0,28.3,17.0
2719,TX,Leon County,15.5,38.0,29.8,16.7
2720,TX,Liberty County,23.8,39.1,27.1,10.0
2721,TX,Limestone County,21.1,33.7,30.2,14.9
2722,TX,Lipscomb County,19.9,33.6,28.8,17.7
2723,TX,Live Oak County,20.8,35.2,32.8,11.1
2724,TX,Llano County,13.5,26.8,33.1,26.6
2725,TX,Loving County,25.4,31.3,40.3,3.0
2726,TX,Lubbock County,14.9,25.5,31.7,28.0
2727,TX,Lynn County,22.1,33.1,27.6,17.2
2728,TX,McCulloch County,22.5,32.1,29.3,16.1
2729,TX,McLennan County,16.2,28.5,33.1,22.2
2730,TX,McMullen County,18.6,34.6,30.6,16.2
2731,TX,Madison County,22.4,36.9,28.4,12.3
2732,TX,Marion County,19.7,39.5,28.0,12.7
2733,TX,Martin County,22.7,30.6,27.4,19.3
2734,TX,Mason County,10.9,33.7,31.8,23.7
2735,TX,Matagorda County,22.3,33.4,29.1,15.2
2736,TX,Maverick County,41.3,21.0,26.0,11.7
2737,TX,Medina County,17.5,31.7,31.4,19.4
2738,TX,Menard County,21.1,36.0,27.8,15.1
2739,TX,Midland County,16.6,24.5,32.7,26.2
2740,TX,Milam County,19.7,36.7,27.9,15.7
2741,TX,Mills County,16.9,27.1,33.3,22.8
2742,TX,Mitchell County,25.2,33.9,29.8,11.1
2743,TX,Montague County,17.9,35.6,31.8,14.8
2744,TX,Montgomery County,13.2,24.1,29.7,33.0
2745,TX,Moore County,36.1,25.2,25.2,13.5
2746,TX,Morris County,13.1,37.9,32.5,16.5
2747,TX,Motley County,11.6,34.8,36.2,17.4
2748,TX,Nacogdoches County,18.8,28.1,27.9,25.2
2749,TX,Navarro County,23.2,30.2,30.8,15.7
2750,TX,Newton County,13.3,49.9,29.3,7.5
2751,TX,Nolan County,19.9,33.7,33.7,12.7
2752,TX,Nueces County,18.7,28.4,32.5,20.5
2753,TX,Ochiltree County,24.1,30.1,29.4,16.4
2754,TX,Oldham County,15.2,25.4,33.5,25.9
2755,TX,Orange County,10.8,39.3,34.7,15.2
2756,TX,Palo Pinto County,17.3,35.4,31.4,15.8
2757,TX,Panola County,15.7,32.2,37.9,14.2
2758,TX,Parker County,10.7,27.5,34.7,27.0
2759,TX,Parmer County,31.4,31.0,21.6,16.0
2760,TX,Pecos County,31.2,34.4,24.8,9.6
2761,TX,Polk County,19.5,38.5,30.0,12.0
2762,TX,Potter County,23.6,28.9,33.0,14.6
2763,TX,Presidio County,43.2,18.7,13.0,25.0
2764,TX,Rains County,18.1,41.0,31.4,9.5
2765,TX,Randall County,8.9,22.2,38.5,30.4
2766,TX,Reagan County,28.5,35.7,24.4,11.5
2767,TX,Real County,19.7,26.2,31.0,23.2
2768,TX,Red River County,19.6,38.8,28.2,13.4
2769,TX,Reeves County,39.0,26.4,23.4,11.2
2770,TX,Refugio County,20.2,36.6,32.4,10.8
2771,TX,Roberts County,6.1,29.1,33.3,31.5
2772,TX,Robertson County,17.4,35.3,29.9,17.4
2773,TX,Rockwall County,8.1,22.2,31.8,38.0
2774,TX,Runnels County,21.2,36.3,24.4,18.1
2775,TX,Rusk County,20.7,32.1,32.5,14.7
2776,TX,Sabine County,14.6,44.8,27.6,12.9
2777,TX,San Augustine County,19.5,43.4,25.6,11.5
2778,TX,San Jacinto County,17.2,45.6,27.2,10.0
2779,TX,San Patricio County,21.9,31.6,32.1,14.5
2780,TX,San Saba County,25.5,31.7,28.2,14.5
2781,TX,Schleicher County,23.7,24.6,32.6,19.1
2782,TX,Scurry County,19.3,32.9,32.4,15.4
2783,TX,Shackelford County,15.5,29.2,30.1,25.2
2784,TX,Shelby County,24.6,35.6,24.4,15.3
2785,TX,Sherman County,25.7,26.3,26.4,21.6
2786,TX,Smith County,15.3,25.2,34.8,24.7
2787,TX,Somervell County,17.3,30.4,33.2,19.2
2788,TX,Starr County,51.5,23.9,15.4,9.3
2789,TX,Stephens County,22.9,33.8,26.5,16.9
2790,TX,Sterling County,14.3,36.9,25.1,23.7
2791,TX,Stonewall County,20.5,40.2,25.7,13.5
2792,TX,Sutton County,23.4,28.2,31.6,16.8
2793,TX,Swisher County,19.5,37.2,28.5,14.8
2794,TX,Tarrant County,14.8,23.7,30.8,30.7
2795,TX,Taylor County,13.2,29.9,32.8,24.1
2796,TX,Terrell County,23.6,31.8,27.6,17.0
2797,TX,Terry County,30.8,31.1,26.0,12.1
2798,TX,Throckmorton County,19.4,31.4,29.3,19.9
2799,TX,Titus County,27.9,29.1,27.9,15.2
2800,TX,Tom Green County,16.7,29.5,31.3,22.4
2801,TX,Travis County,11.8,17.0,24.7,46.4
2802,TX,Trinity County,16.3,40.2,31.3,12.2
2803,TX,Tyler County,15.6,42.8,30.3,11.3
2804,TX,Upshur County,16.6,32.8,34.8,15.8
2805,TX,Upton County,24.6,37.6,27.8,9.9
2806,TX,Uvalde County,30.7,22.2,32.2,14.9
2807,TX,Val Verde County,33.1,25.5,24.0,17.5
2808,TX,Van Zandt County,17.7,35.1,30.9,16.3
2809,TX,Victoria County,16.4,31.7,33.1,18.8
2810,TX,Walker County,17.4,36.6,26.5,19.5
2811,TX,Waller County,21.6,30.5,29.1,18.7
2812,TX,Ward County,23.0,34.6,28.3,14.1
2813,TX,Washington County,17.4,31.4,29.1,22.0
2814,TX,Webb County,34.3,25.6,22.6,17.5
2815,TX,Wharton County,22.0,33.8,29.7,14.5
2816,TX,Wheeler County,19.7,31.3,34.9,14.1
2817,TX,Wichita County,14.0,31.9,31.9,22.2
2818,TX,Wilbarger County,22.0,31.5,30.9,15.5
2819,TX,Willacy County,36.9,34.8,19.7,8.6
2820,TX,Williamson County,7.1,20.6,32.9,39.4
2821,TX,Wilson County,15.1,35.1,30.5,19.3
2822,TX,Winkler County,31.9,28.7,29.0,10.3
2823,TX,Wise County,15.4,35.5,32.2,16.9
2824,TX,Wood County,14.9,33.8,34.2,17.1
2825,TX,Yoakum County,28.6,29.2,24.4,17.8
2826,TX,Young County,18.4,34.3,28.8,18.6
2827,TX,Zapata County,49.7,22.6,19.4,8.3
2828,TX,Zavala County,40.8,27.8,22.2,9.1
2829,UT,Utah,8.5,23.1,36.8,31.7
2830,UT,Beaver County,8.7,37.2,32.8,21.4
2831,UT,Box Elder County,7.0,32.1,39.5,21.4
2832,UT,Cache County,7.0,21.7,35.0,36.3
2833,UT,Carbon County,12.1,27.2,45.2,15.5
2834,UT,Daggett County,4.9,40.0,40.6,14.5
2835,UT,Davis County,4.5,21.2,38.9,35.4
2836,UT,Duchesne County,12.7,36.0,37.2,14.1
2837,UT,Emery County,8.0,32.7,45.8,13.5
2838,UT,Garfield County,9.3,34.5,36.2,20.1
2839,UT,Grand County,8.5,27.3,37.0,27.1
2840,UT,Iron County,7.9,24.3,39.5,28.3
2841,UT,Juab County,7.9,36.6,38.7,16.9
2842,UT,Kane County,5.0,30.0,39.7,25.3
2843,UT,Millard County,10.3,31.1,38.7,19.8
2844,UT,Morgan County,2.1,21.6,38.2,38.0
2845,UT,Piute County,17.0,37.1,25.2,20.7
2846,UT,Rich County,3.9,36.5,39.2,20.4
2847,UT,Salt Lake County,10.2,22.7,34.3,32.8
2848,UT,San Juan County,15.8,31.8,34.9,17.5
2849,UT,Sanpete County,10.8,27.2,42.5,19.5
2850,UT,Sevier County,10.6,31.0,41.9,16.5
2851,UT,Summit County,5.8,15.5,26.5,52.1
2852,UT,Tooele County,8.4,32.0,38.8,20.8
2853,UT,Uintah County,13.2,34.7,37.2,14.9
2854,UT,Utah County,6.4,16.6,38.9,38.1
2855,UT,Wasatch County,7.7,18.5,36.8,36.9
2856,UT,Washington County,7.2,24.0,41.2,27.6
2857,UT,Wayne County,7.9,23.9,39.0,29.1
2858,UT,Weber County,9.9,29.3,37.5,23.3
2859,VT,Vermont,8.1,29.9,25.8,36.2
2860,VT,Addison County,7.5,32.0,24.8,35.8
2861,VT,Bennington County,9.4,30.3,26.7,33.6
2862,VT,Caledonia County,9.4,36.4,26.6,27.7
2863,VT,Chittenden County,6.1,20.3,24.2,49.4
2864,VT,Essex County,15.7,44.1,24.3,15.9
2865,VT,Franklin County,10.3,37.8,28.5,23.5
2866,VT,Grand Isle County,6.3,28.4,30.4,34.9
2867,VT,Lamoille County,8.2,26.6,28.8,36.4
2868,VT,Orange County,8.3,35.3,26.2,30.2
2869,VT,Orleans County,12.9,38.7,26.2,22.1
2870,VT,Rutland County,9.1,34.6,27.1,29.2
2871,VT,Washington County,6.4,28.6,24.5,40.5
2872,VT,Windham County,8.5,30.6,25.6,35.3
2873,VT,Windsor County,7.6,31.5,25.8,35.2
2874,VA,Virginia,11.4,24.5,27.2,36.9
2875,VA,Accomack County,19.5,40.5,21.7,18.3
2876,VA,Albemarle County,8.6,17.8,22.0,51.5
2877,VA,Alleghany County,15.5,38.0,30.2,16.3
2878,VA,Amelia County,18.7,36.8,30.4,14.1
2879,VA,Amherst County,17.3,34.9,29.0,18.9
2880,VA,Appomattox County,16.4,35.4,28.6,19.6
2881,VA,Arlington County,6.2,8.2,11.9,73.7
2882,VA,Augusta County,13.5,38.6,24.6,23.3
2883,VA,Bath County,12.7,41.2,30.7,15.4
2884,VA,Bedford County,11.1,30.6,30.5,27.8
2885,VA,Bland County,10.8,37.7,35.3,16.2
2886,VA,Botetourt County,8.4,33.8,30.4,27.3
2887,VA,Brunswick County,22.7,37.8,27.1,12.4
2888,VA,Buchanan County,30.0,35.2,24.9,9.9
2889,VA,Buckingham County,22.5,42.0,23.6,11.9
2890,VA,Campbell County,14.6,34.0,31.1,20.4
2891,VA,Caroline County,16.6,37.5,27.1,18.8
2892,VA,Carroll County,19.6,34.9,32.7,12.8
2893,VA,Charles City County,22.7,40.6,23.9,12.7
2894,VA,Charlotte County,20.0,41.1,25.8,13.0
2895,VA,Chesterfield County,8.6,23.8,30.0,37.7
2896,VA,Clarke County,12.6,28.9,28.5,30.0
2897,VA,Craig County,12.9,46.2,28.0,13.0
2898,VA,Culpeper County,16.4,32.3,29.0,22.3
2899,VA,Cumberland County,20.6,35.7,28.6,15.1
2900,VA,Dickenson County,26.2,34.0,29.2,10.7
2901,VA,Dinwiddie County,18.9,36.5,27.7,16.9
2902,VA,Essex County,17.9,37.4,28.0,16.7
2903,VA,Fairfax County,8.3,12.7,18.7,60.3
2904,VA,Fauquier County,8.5,28.1,29.8,33.5
2905,VA,Floyd County,16.5,35.4,30.4,17.7
2906,VA,Fluvanna County,10.7,26.5,31.8,31.0
2907,VA,Franklin County,14.6,33.4,31.3,20.7
2908,VA,Frederick County,11.9,31.2,28.1,28.8
2909,VA,Giles County,14.8,39.3,30.0,15.9
2910,VA,Gloucester County,10.2,33.1,34.2,22.6
2911,VA,Goochland County,9.4,27.8,26.7,36.1
2912,VA,Grayson County,20.8,40.2,28.4,10.7
2913,VA,Greene County,16.5,32.4,26.6,24.4
2914,VA,Greensville County,23.4,41.9,26.2,8.5
2915,VA,Halifax County,21.0,35.2,28.0,15.8
2916,VA,Hanover County,7.4,26.7,29.2,36.7
2917,VA,Henrico County,9.1,22.7,27.4,40.8
2918,VA,Henry County,20.8,33.4,34.2,11.6
2919,VA,Highland County,15.9,39.8,21.9,22.4
2920,VA,Isle of Wight County,13.4,27.3,32.0,27.4
2921,VA,James City County,6.1,19.5,26.6,47.8
2922,VA,King and Queen County,14.5,41.1,25.1,19.2
2923,VA,King George County,7.2,27.0,31.4,34.5
2924,VA,King William County,11.7,38.1,31.6,18.6
2925,VA,Lancaster County,10.7,30.8,28.8,29.7
2926,VA,Lee County,24.6,34.7,29.1,11.6
2927,VA,Loudoun County,6.5,13.2,21.4,58.8
2928,VA,Louisa County,16.4,35.9,25.8,21.9
2929,VA,Lunenburg County,24.2,35.5,28.5,11.8
2930,VA,Madison County,14.2,35.9,24.3,25.6
2931,VA,Mathews County,8.5,33.7,31.2,26.6
2932,VA,Mecklenburg County,20.1,32.8,30.0,17.1
2933,VA,Middlesex County,11.4,32.4,32.8,23.4
2934,VA,Montgomery County,8.7,22.1,23.3,46.0
2935,VA,Nelson County,13.6,34.0,22.3,30.1
2936,VA,New Kent County,8.2,33.0,32.8,26.0
2937,VA,Northampton County,20.7,32.1,25.7,21.5
2938,VA,Northumberland County,10.3,31.2,31.4,27.1
2939,VA,Nottoway County,25.1,36.5,23.1,15.2
2940,VA,Orange County,10.6,33.8,29.6,25.9
2941,VA,Page County,20.8,44.1,22.2,12.9
2942,VA,Patrick County,20.3,35.3,30.8,13.6
2943,VA,Pittsylvania County,17.8,36.1,31.5,14.6
2944,VA,Powhatan County,9.4,30.0,32.1,28.5
2945,VA,Prince Edward County,16.9,34.6,25.3,23.2
2946,VA,Prince George County,11.5,33.0,33.5,22.1
2947,VA,Prince William County,11.0,21.3,28.3,39.5
2948,VA,Pulaski County,15.9,33.9,32.0,18.2
2949,VA,Rappahannock County,12.8,26.5,28.3,32.4
2950,VA,Richmond County,19.4,40.9,26.2,13.4
2951,VA,Roanoke County,8.4,25.8,31.8,34.1
2952,VA,Rockbridge County,13.8,37.4,23.7,25.1
2953,VA,Rockingham County,18.0,35.0,22.5,24.6
2954,VA,Russell County,21.8,35.5,29.6,13.1
2955,VA,Scott County,20.7,38.1,28.6,12.6
2956,VA,Shenandoah County,14.3,39.7,26.6,19.4
2957,VA,Smyth County,17.5,38.3,29.4,14.8
2958,VA,Southampton County,17.4,34.6,31.9,16.1
2959,VA,Spotsylvania County,10.4,31.4,28.6,29.6
2960,VA,Stafford County,6.5,23.1,33.1,37.3
2961,VA,Surry County,16.4,30.1,30.7,22.8
2962,VA,Sussex County,27.7,39.3,21.7,11.3
2963,VA,Tazewell County,21.2,34.6,29.6,14.6
2964,VA,Warren County,14.1,37.7,28.1,20.0
2965,VA,Washington County,15.9,32.2,27.2,24.8
2966,VA,Westmoreland County,15.0,35.0,28.8,21.2
2967,VA,Wise County,24.8,32.7,28.1,14.4
2968,VA,Wythe County,17.8,37.2,28.5,16.6
2969,VA,York County,6.2,19.5,31.1,43.2
2970,VA,Alexandria city,8.6,11.9,17.4,62.1
2971,VA,Bedford city,,,,
2972,VA,Bristol city,16.4,33.9,26.2,23.4
2973,VA,Buena Vista city,18.8,40.6,24.4,16.2
2974,VA,Charlottesville city,9.7,21.6,18.7,50.0
2975,VA,Chesapeake city,8.6,26.0,35.0,30.4
2976,VA,Clifton Forge city,,,,
2977,VA,Colonial Heights city,11.0,34.8,32.4,21.9
2978,VA,Covington city,15.1,41.5,32.1,11.3
2979,VA,Danville city,20.2,28.1,33.4,18.2
2980,VA,Emporia city,23.1,36.4,25.2,15.3
2981,VA,Fairfax city,8.2,16.1,21.0,54.7
2982,VA,Falls Church city,2.0,6.5,11.3,80.2
2983,VA,Franklin city,18.8,27.8,31.0,22.4
2984,VA,Fredericksburg city,8.7,25.0,24.0,42.3
2985,VA,Galax city,23.4,37.7,29.3,9.6
2986,VA,Hampton city,9.9,27.6,38.6,24.0
2987,VA,Harrisonburg city,14.9,26.2,22.7,36.2
2988,VA,Hopewell city,19.1,36.7,29.8,14.4
2989,VA,Lexington city,15.0,17.8,22.3,44.9
2990,VA,Lynchburg city,11.8,25.5,29.4,33.3
2991,VA,Manassas city,18.5,25.6,25.9,30.1
2992,VA,Manassas Park city,17.5,27.4,24.7,30.4
2993,VA,Martinsville city,20.9,29.2,31.6,18.3
2994,VA,Newport News city,10.8,27.8,36.7,24.7
2995,VA,Norfolk city,12.5,26.5,34.4,26.6
2996,VA,Norton city,17.2,23.2,42.3,17.3
2997,VA,Petersburg city,21.3,33.0,29.1,16.6
2998,VA,Poquoson city,5.2,25.0,30.0,39.8
2999,VA,Portsmouth city,15.1,29.5,34.4,21.1
3000,VA,Radford city,10.4,23.6,31.9,34.1
3001,VA,Richmond city,16.0,22.8,24.5,36.7
3002,VA,Roanoke city,14.8,31.8,30.5,22.9
3003,VA,Salem city,10.5,30.2,32.4,26.9
3004,VA,Staunton city,11.8,28.8,25.7,33.7
3005,VA,Suffolk city,12.0,28.1,33.4,26.6
3006,VA,Virginia Beach city,6.8,22.3,36.7,34.2
3007,VA,Waynesboro city,13.7,34.9,28.8,22.6
3008,VA,Williamsburg city,5.3,14.5,23.4,56.7
3009,VA,Winchester city,16.5,27.9,24.3,31.3
3010,WA,Washington,9.4,22.9,34.1,33.6
3011,WA,Adams County,33.9,26.5,25.8,13.8
3012,WA,Asotin County,10.0,29.1,39.9,21.0
3013,WA,Benton County,10.4,24.6,35.6,29.4
3014,WA,Chelan County,17.4,28.6,28.7,25.3
3015,WA,Clallam County,8.1,26.9,40.8,24.3
3016,WA,Clark County,8.3,25.2,38.6,27.9
3017,WA,Columbia County,10.1,25.9,38.6,25.4
3018,WA,Cowlitz County,12.0,31.0,41.1,15.9
3019,WA,Douglas County,18.9,28.8,34.6,17.7
3020,WA,Ferry County,12.5,31.5,37.9,18.1
3021,WA,Franklin County,26.4,25.9,31.8,15.8
3022,WA,Garfield County,3.6,31.7,40.5,24.2
3023,WA,Grant County,24.9,26.4,33.1,15.6
3024,WA,Grays Harbor County,11.8,33.4,39.5,15.3
3025,WA,Island County,5.2,22.8,40.2,31.7
3026,WA,Jefferson County,5.5,22.1,33.6,38.8
3027,WA,King County,7.5,16.0,27.4,49.1
3028,WA,Kitsap County,5.7,22.6,40.5,31.2
3029,WA,Kittitas County,9.4,24.9,31.0,34.7
3030,WA,Klickitat County,13.5,27.7,34.4,24.4
3031,WA,Lewis County,12.9,30.9,40.7,15.5
3032,WA,Lincoln County,8.7,31.2,38.1,22.0
3033,WA,Mason County,12.6,31.7,37.1,18.6
3034,WA,Okanogan County,17.7,30.1,33.7,18.4
3035,WA,Pacific County,11.6,32.5,38.9,17.0
3036,WA,Pend Oreille County,10.8,30.6,40.0,18.7
3037,WA,Pierce County,9.0,28.2,37.4,25.4
3038,WA,San Juan County,4.7,17.2,31.1,47.0
3039,WA,Skagit County,11.1,26.6,37.6,24.7
3040,WA,Skamania County,9.5,28.6,39.2,22.7
3041,WA,Snohomish County,8.2,24.2,37.0,30.6
3042,WA,Spokane County,6.9,25.1,39.2,28.7
3043,WA,Stevens County,10.1,33.3,38.5,18.0
3044,WA,Thurston County,6.4,22.6,37.7,33.3
3045,WA,Wahkiakum County,6.9,30.6,47.4,15.1
3046,WA,Walla Walla County,11.4,22.4,37.6,28.6
3047,WA,Whatcom County,8.8,23.8,34.8,32.6
3048,WA,Whitman County,4.2,16.7,29.4,49.8
3049,WA,Yakima County,27.5,28.3,28.9,15.3
3050,WV,West Virginia,14.7,40.5,25.3,19.6
3051,WV,Barbour County,18.9,43.9,24.4,12.8
3052,WV,Berkeley County,12.8,37.7,29.3,20.3
3053,WV,Boone County,20.8,50.5,20.0,8.7
3054,WV,Braxton County,19.0,51.1,17.7,12.2
3055,WV,Brooke County,9.9,40.0,30.3,19.8
3056,WV,Cabell County,13.0,31.9,29.0,26.1
3057,WV,Calhoun County,23.1,45.8,19.2,11.9
3058,WV,Clay County,28.0,46.9,15.0,10.1
3059,WV,Doddridge County,21.7,41.9,21.6,14.8
3060,WV,Fayette County,18.3,44.4,24.2,13.2
3061,WV,Gilmer County,19.5,38.4,26.2,16.0
3062,WV,Grant County,18.3,46.9,20.8,14.0
3063,WV,Greenbrier County,16.2,40.9,23.4,19.6
3064,WV,Hampshire County,20.0,49.6,19.0,11.4
3065,WV,Hancock County,12.8,42.6,26.4,18.2
3066,WV,Hardy County,19.7,47.1,18.6,14.7
3067,WV,Harrison County,12.3,37.9,28.2,21.6
3068,WV,Jackson County,13.4,40.9,28.0,17.7
3069,WV,Jefferson County,11.2,32.2,26.7,29.9
3070,WV,Kanawha County,12.0,37.3,25.6,25.2
3071,WV,Lewis County,12.8,50.3,22.9,14.0
3072,WV,Lincoln County,20.9,44.1,25.9,9.0
3073,WV,Logan County,22.3,41.4,27.4,8.9
3074,WV,McDowell County,35.1,44.9,14.8,5.2
3075,WV,Marion County,11.1,40.1,27.1,21.8
3076,WV,Marshall County,10.8,46.1,26.9,16.1
3077,WV,Mason County,15.3,47.6,25.8,11.4
3078,WV,Mercer County,17.0,38.7,24.9,19.5
3079,WV,Mineral County,11.3,48.9,27.5,12.4
3080,WV,Mingo County,26.1,41.2,22.8,9.9
3081,WV,Monongalia County,8.4,30.4,22.1,39.2
3082,WV,Monroe County,18.7,49.9,18.1,13.4
3083,WV,Morgan County,17.1,40.9,24.3,17.7
3084,WV,Nicholas County,16.3,45.9,22.5,15.3
3085,WV,Ohio County,8.1,34.9,26.9,30.1
3086,WV,Pendleton County,19.0,48.5,17.9,14.6
3087,WV,Pleasants County,12.4,49.6,24.5,13.5
3088,WV,Pocahontas County,15.2,48.4,20.2,16.2
3089,WV,Preston County,16.5,48.4,20.5,14.6
3090,WV,Putnam County,8.0,38.3,28.7,25.0
3091,WV,Raleigh County,15.7,40.1,26.1,18.2
3092,WV,Randolph County,17.2,46.2,18.3,18.3
3093,WV,Ritchie County,18.1,48.3,23.2,10.4
3094,WV,Roane County,21.8,45.5,21.0,11.7
3095,WV,Summers County,17.2,41.0,27.1,14.8
3096,WV,Taylor County,14.1,42.3,25.1,18.5
3097,WV,Tucker County,12.7,50.1,23.0,14.2
3098,WV,Tyler County,12.4,47.1,26.8,13.7
3099,WV,Upshur County,16.1,46.8,18.6,18.6
3100,WV,Wayne County,20.6,41.0,25.5,12.9
3101,WV,Webster County,26.1,46.0,18.7,9.2
3102,WV,Wetzel County,16.9,47.9,24.4,10.7
3103,WV,Wirt County,16.7,48.8,24.9,9.7
3104,WV,Wood County,10.4,37.2,32.1,20.3
3105,WV,Wyoming County,22.6,47.6,21.5,8.2
3106,WI,Wisconsin,8.6,31.7,31.3,28.4
3107,WI,Adams County,12.7,42.9,31.7,12.7
3108,WI,Ashland County,8.4,34.9,34.6,22.2
3109,WI,Barron County,10.1,38.7,33.0,18.2
3110,WI,Bayfield County,5.5,30.0,35.3,29.2
3111,WI,Brown County,8.6,31.3,31.9,28.2
3112,WI,Buffalo County,8.5,42.0,31.3,18.2
3113,WI,Burnett County,7.9,39.3,34.2,18.5
3114,WI,Calumet County,7.4,32.3,31.7,28.7
3115,WI,Chippewa County,7.9,37.8,35.0,19.3
3116,WI,Clark County,18.4,42.5,27.6,11.5
3117,WI,Columbia County,7.2,35.0,35.1,22.7
3118,WI,Crawford County,9.9,41.8,32.5,15.7
3119,WI,Dane County,4.7,18.4,27.9,49.0
3120,WI,Dodge County,11.0,40.7,32.1,16.3
3121,WI,Door County,6.4,32.5,29.8,31.3
3122,WI,Douglas County,6.4,32.9,37.9,22.8
3123,WI,Dunn County,7.1,34.7,31.6,26.6
3124,WI,Eau Claire County,6.9,26.1,36.2,30.8
3125,WI,Florence County,7.2,38.3,37.1,17.5
3126,WI,Fond du Lac County,8.4,37.9,31.7,21.9
3127,WI,Forest County,13.5,40.0,32.4,14.1
3128,WI,Grant County,8.6,38.6,31.4,21.3
3129,WI,Green County,7.8,37.9,31.6,22.7
3130,WI,Green Lake County,11.4,42.1,28.8,17.7
3131,WI,Iowa County,6.6,36.1,34.3,23.0
3132,WI,Iron County,6.6,34.7,39.0,19.7
3133,WI,Jackson County,11.8,42.3,32.1,13.9
3134,WI,Jefferson County,8.9,35.7,32.0,23.5
3135,WI,Juneau County,13.9,41.8,31.4,12.9
3136,WI,Kenosha County,10.0,32.3,33.0,24.6
3137,WI,Kewaunee County,7.9,42.4,32.8,16.9
3138,WI,La Crosse County,5.5,26.4,35.7,32.5
3139,WI,Lafayette County,10.1,40.5,31.7,17.7
3140,WI,Langlade County,10.1,42.2,31.7,16.1
3141,WI,Lincoln County,9.7,39.6,34.7,16.0
3142,WI,Manitowoc County,9.1,40.5,30.7,19.7
3143,WI,Marathon County,8.9,36.2,31.0,23.9
3144,WI,Marinette County,8.6,43.1,33.8,14.5
3145,WI,Marquette County,11.5,42.8,31.9,13.8
3146,WI,Menominee County,10.7,42.0,30.9,16.5
3147,WI,Milwaukee County,13.1,27.9,29.2,29.7
3148,WI,Monroe County,9.8,38.8,33.2,18.2
